intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
2357000,0.07859024373978861,0.4258355916892502,0.07859024373978861,0.10539172919211307,1.793805685193042,1.0,1.3380292442173736,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000828055.2 Klebsiella variicola strain=DSM 15968, ASM82805v2",ca204df8ee9b0eebdb0f442ab90dec5c,0.4258355916892502,2357000,0,14030000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9513505234773652,0.9834000690696335,0.9673752962734994,0.9834000690696335,False,4228,4228,40117,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella variicola
455000,0.01517121803207629,0.020497803806734993,0.0028008402520756227,0.0026422713562828724,1.2619047619047619,1.0,0.579799793423139,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003471165.1 Ruminococcus sp. AM22-13 strain=AM22-13, ASM347116v1",eb25a624fa651d73118847d8c54261dd,0.11102977061981455,84000,37,2204000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9211571645841893,0.9578182910541407,0.939487727819165,0.9578182910541407,False,106,20692,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003471165
146000,0.004868127104798106,0.02701789935832489,0.0026674669067386883,0.002118802502679662,1.0625,1.0,0.24206145913796356,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003435815.1 Dorea sp. AM10-31 strain=AM10-31, ASM343581v1",a5cf9665566fa295528780ebc8c4aa14,0.04930766632894292,80000,38,2124000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9008534686150511,0.9426942791811959,0.9217738738981235,0.9426942791811959,False,85,20777,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-317;s__CAG-317 sp000433215
137000,0.004568037077790004,0.025810721376571807,0.002600780234070221,0.002343146297081038,1.205128205128205,1.0,0.6861070851415206,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_010509575.1 Faecalibacterium prausnitzii A2-165 strain=JCM 31915, ASM1050957v1",5136f6c0a3924e615495681fbaf7095d,0.045334215751158174,78000,39,2046000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8997302982199874,0.9411425610839289,0.9204364296519582,0.9411425610839289,False,94,20871,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium duncaniae
129000,0.0043012903871161344,0.030838815789473683,0.00250075022506752,0.0019941670613455643,1.0666666666666667,1.0,0.2981423969999719,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_001404655.1 Anaerostipes hadrus strain=2789STDY5608830, 13414_6#14",6565d12ae3a4a1a0b230d15c3bc3219d,0.05304276315789474,75000,40,1971000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.89866944487688,0.9440449413177968,0.9213571930973384,0.9440449413177968,False,80,20951,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus_A
191000,0.006368577239838618,0.019142857142857142,0.0022340035343936513,0.002891542238951068,1.7313432835820894,1.0,1.4097961062724143,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_014297355.1 Blautia sp. 2744 strain=2744, ASM1429735v1",15614b32ae19bd5242014b1b5b1a5660,0.05457142857142857,67000,41,1904000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.9056116656344363,0.9445710137841359,0.9250913397092861,0.9445710137841359,False,116,21067,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinalis
84000,0.0028008402520756227,0.02273547455792133,0.002100630189056717,0.00167011491387691,1.0634920634920635,1.0,0.24384589675773355,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003024685.1 Faecalibacillus intestinalis strain=SNUG30099, ASM302468v1",4a3ada76144d96da9058de1efa570bf0,0.030313966077228437,63000,42,1841000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8911418307139716,0.933745000299743,0.9124434155068573,0.933745000299743,False,67,21134,40117,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis
88000,0.002934213597412557,0.02025481868670369,0.0020672868527224835,0.0015454794725428124,1.0,1.0,0.0,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009696065.1 Lachnospiraceae bacterium BSM-380-WT-5A strain=BSM-380-WT-5A, ASM969606v1",73677b2e91ab00f52564bad2dbf630bb,0.028748774910160077,62000,43,1779000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8919550629651588,0.9327748971939008,0.9123649800795298,0.9327748971939008,False,62,21196,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis
60000,0.0020006001800540163,0.024559967253376995,0.0020006001800540163,0.0015953336490764514,1.0666666666666667,1.0,0.30912061651652345,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_009738225.1 Streptococcus salivarius strain=ICDC2, ASM973822v1",5ae9afeb0726da98b9ad23f621cd14d6,0.024559967253376995,60000,44,1719000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8852818788445139,0.9298991246429055,0.9075905017437097,0.9298991246429055,False,64,21260,40117,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435
69000,0.0023006902070621185,0.018091079226450407,0.001933913507385549,0.0014956252960091731,1.0344827586206897,1.0,0.18246560765962697,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003460745.1 Firmicutes bacterium AM55-24TS strain=AM55-24TS, ASM346074v1",80420d374bef48c7644cd7f87f70f8f9,0.021522145976294448,58000,45,1661000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8877112593320705,0.927494796575113,0.9076030279535918,0.927494796575113,False,60,21320,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215
63000,0.002100630189056717,0.021695460024106068,0.0018005401620486145,0.0013709898546750755,1.0185185185185186,1.0,0.13481684980149108,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900551715.1 uncultured Blautia sp., UMGS1434",e5297f73abbbec9db75e988026f0af88,0.025311370028123746,54000,46,1607000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8861292066001878,0.9304487650138756,0.9082889858070318,0.9304487650138756,False,55,21375,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900551715
93000,0.0031009302790837253,0.019417475728155338,0.0017338534893801473,0.0013709898546750755,1.0576923076923077,1.0,0.23316068563427195,/tmp/nxf.XXXXoknPXg/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025152405.1 [Ruminococcus] lactaris ATCC 29176 strain=ATCC 29176, ASM2515240v1",5ce8603892234499b54852ec8c952d29,0.03472740851381628,52000,47,1555000,ERR688474.fastq.gz,ERR688474,b3c58083,29991000,51,DNA,1000,29991,True,0.8929220931916677,0.9362368543820572,0.9145794737868624,0.9362368543820572,False,55,21430,40117,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris
