"","taxon","lfc_(Intercept)","lfc_associated.phenotypeD015179","se_(Intercept)","se_associated.phenotypeD015179","W_(Intercept)","W_associated.phenotypeD015179","p_(Intercept)","p_associated.phenotypeD015179","q_(Intercept)","q_associated.phenotypeD015179","diff_(Intercept)","diff_associated.phenotypeD015179","passed_ss_(Intercept)","passed_ss_associated.phenotypeD015179","Species","Genus"
"216","GCA_022009995.1",0.971299944694156,-0.665544708034334,NA,0.0363001217948556,NA,-18.3345034431442,1,3.09277204327901e-29,1,3.30438276202968e-28,FALSE,TRUE,FALSE,FALSE,"s__CAG-349 sp003539515","g__CAG-349"
"217","GCA_022713905.1",0.213064518024797,-0.554385715174916,NA,0.0238805545892271,NA,-23.2149430660629,1,9.50100581214315e-14,1,2.44139769603172e-13,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp022713905","g__Collinsella"
"218","GCA_022722495.1",1.24650252740488,-0.921823522560288,NA,0.0229466749125346,NA,-40.1724226309035,1,1.49882614665503e-34,1,2.76601552519064e-33,FALSE,TRUE,FALSE,FALSE,"s__Dialister sp022722495","g__Dialister"
"219","GCA_022728415.1",-0.189787930169174,0.21461029361458,NA,0.0306510736348326,NA,7.00172190284036,1,1.44807720579256e-10,1,2.76277887947264e-10,FALSE,TRUE,FALSE,FALSE,"s__Collinsella sp022728415","g__Collinsella"
"220","GCA_022732315.1",0.262509764715157,0.347743302852385,NA,0.0234743230378246,NA,14.8137734277602,1,3.77436846768441e-11,1,7.54130707618046e-11,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp022732315","g__Prevotella"
"221","GCA_022835495.1",0.493555767548038,-0.462520962752905,NA,0.0332652348680359,NA,-13.9040341842689,1,1.42311012157218e-20,1,6.39140165219362e-20,FALSE,TRUE,FALSE,FALSE,"s__Fournierella sp900543285","g__Fournierella"
"222","GCA_025144665.1",0.240757822144296,-0.397098332496512,NA,0.0379430719745675,NA,-10.4656347478317,1,1.67782761488809e-19,1,6.97948782422711e-19,FALSE,TRUE,FALSE,FALSE,"s__Alistipes_A ihumii","g__Alistipes_A"
"223","GCA_025144995.1",0.134984783180773,-0.20255790876164,NA,0.0290160146212677,NA,-6.98090042362924,1,3.15358844936739e-10,1,5.87319683689523e-10,FALSE,TRUE,FALSE,TRUE,"s__Alistipes_A indistinctus","g__Alistipes_A"
"224","GCA_025145285.1",-0.435508346217682,1.07692122176208,NA,0.0596547092885603,NA,18.0525768142264,1,5.56807618161164e-53,1,5.65159732433581e-51,FALSE,TRUE,TRUE,TRUE,"s__Alistipes onderdonkii","g__Alistipes"
"225","GCA_025145645.1",-0.173840855603754,0.163967725625013,NA,0.0257673800045114,NA,6.36338368884636,1,6.00285450619006e-09,1,1.02229820868841e-08,FALSE,TRUE,FALSE,FALSE,"s__Alistipes senegalensis","g__Alistipes"
"226","GCA_025145845.1",0.371028521903151,0.0805917610700749,NA,0.0479977326050582,NA,1.6790743373903,1,0.0938395159975072,1,0.103868166562126,FALSE,FALSE,TRUE,TRUE,"s__Alistipes shahii","g__Alistipes"
"227","GCA_025146135.1",-0.573292054839482,0.495896968572063,NA,0.0282611589511018,NA,17.5469438259796,1,2.92412019429722e-31,1,3.75693923697681e-30,FALSE,TRUE,FALSE,FALSE,"s__Anaerotruncus colihominis","g__Anaerotruncus"
"228","GCA_025146565.1",-0.061755635939528,0.669400761055077,NA,0.0653451624261293,NA,10.2440752490563,1,4.85381964663762e-21,1,2.27033499600792e-20,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides eggerthii","g__Bacteroides"
"229","GCA_025146925.1",0.845309170593338,-0.0535185840915776,NA,0.0261978709701039,NA,-2.04286005350019,1,0.0476942689128836,1,0.0542709450073732,FALSE,FALSE,FALSE,FALSE,"s__Bacteroides_F pectinophilus","g__Bacteroides_F"
"230","GCA_025147325.1",0.630490483665663,0.0146616513014174,NA,0.0629685993230659,NA,0.232840677084057,1,0.816039278634724,1,0.824159072451985,FALSE,FALSE,FALSE,FALSE,"s__Bacteroides stercoris","g__Bacteroides"
"231","GCA_025147485.1",0.486052734762273,0.25217609916279,NA,0.0790180919366057,NA,3.19137165910187,1,0.00147954635130299,1,0.001853999440213,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides uniformis","g__Bacteroides"
"232","GCA_025147765.1",0.738034542453562,-0.564858900895115,NA,0.0784737070652771,NA,-7.19806572187607,1,2.39504002151098e-12,1,5.41417733147804e-12,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A obeum","g__Blautia_A"
"233","GCA_025148125.1",0.778696932832721,-0.449647861652078,NA,0.0746113348901363,NA,-6.02653554334841,1,3.03281934562244e-09,1,5.28012287445415e-09,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A wexlerae","g__Blautia_A"
"234","GCA_025148445.1",1.48455940944446,-1.39573982402816,NA,0.0543188657144791,NA,-25.6953050412485,1,6.20602659121662e-50,1,5.24926415840406e-48,FALSE,TRUE,FALSE,TRUE,"s__Butyrivibrio_A crossotus","g__Butyrivibrio_A"
"235","GCA_025148635.1",-0.170624712101133,0.327585972139677,NA,0.0330279180027522,NA,9.91845662546392,1,1.39546924814962e-18,1,5.38555622384739e-18,FALSE,TRUE,FALSE,TRUE,"s__Butyricimonas virosa","g__Butyricimonas"
"236","GCA_025148785.1",-0.290386899492616,0.749904410061948,NA,0.0298605142497578,NA,25.1135798864559,1,7.27950385083705e-34,1,1.23144940143327e-32,FALSE,TRUE,FALSE,FALSE,"s__Catenibacterium mitsuokai","g__Catenibacterium"
"237","GCA_025148965.1",0.293340002802007,-0.458223208921008,NA,0.0344875108465133,NA,-13.2866419661405,1,8.09916348893954e-24,1,4.75182135333736e-23,FALSE,TRUE,FALSE,TRUE,"s__Intestinibacter bartlettii","g__Intestinibacter"
"238","GCA_025149125.1",-0.563358127992809,0.110988091977575,NA,0.0253246638072447,NA,4.38260870202845,1,0.000112244285630314,1,0.000150698346448107,FALSE,TRUE,FALSE,FALSE,"s__Enterocloster asparagiformis","g__Enterocloster"
"239","GCA_025149285.1",-1.35591996745115,1.33917984484886,NA,0.028439315264735,NA,47.0890326431121,1,1.19114134782369e-61,1,6.04504234020522e-59,FALSE,TRUE,FALSE,TRUE,"s__Hungatella hathewayi","g__Hungatella"
"240","GCA_025149465.1",-0.24267967862894,0.116324497869218,NA,0.0241970012758049,NA,4.80739313699725,1,1.81658358311088e-05,1,2.55025219482371e-05,FALSE,TRUE,FALSE,TRUE,"s__Thomasclavelia spiroformis","g__Thomasclavelia"
"241","GCA_025149785.1",0.864504913961989,-0.464716285551271,NA,0.0627304572371981,NA,-7.40814440095778,1,5.21113923096996e-13,1,1.25042702587104e-12,FALSE,TRUE,FALSE,TRUE,"s__Bariatricus comes","g__Bariatricus"
"242","GCA_025149915.1",0.383251643771381,0.0664988214667393,NA,0.0416039453866045,NA,1.59837777039652,1,0.115212386742437,1,0.126971305693348,FALSE,FALSE,FALSE,TRUE,"s__Coprococcus eutactus","g__Coprococcus"
"243","GCA_025150085.1",0.781488454256798,-0.439450869540117,NA,0.0771184661310248,NA,-5.69838706067477,1,2.04537192753954e-08,1,3.35930826286834e-08,FALSE,TRUE,FALSE,TRUE,"s__Dorea_A longicatena","g__Dorea_A"
"244","GCA_025150245.1",0.310664683015586,-0.0571338039453079,NA,0.0553541035092957,NA,-1.03215119247146,1,0.302573483123067,1,0.321920424916052,FALSE,FALSE,FALSE,FALSE,"s__Dorea formicigenerans","g__Dorea"
"245","GCA_025150425.1",0.10835698888401,0.182225623632243,NA,0.0484105314830199,NA,3.76417316748855,1,0.000208846116825036,1,0.00027494008894606,FALSE,TRUE,TRUE,TRUE,"s__Ruminiclostridium_E siraeum","g__Ruminiclostridium_E"
"246","GCA_025150745.1",0.553188888457045,-0.401587251424839,NA,0.0515131814453614,NA,-7.79581536525347,1,1.36636393128044e-13,1,3.47583807080111e-13,FALSE,TRUE,FALSE,TRUE,"s__Eubacterium_G ventriosum","g__Eubacterium_G"
"247","GCA_025151045.1",0.406918591504446,-0.348009729891648,NA,0.0388511178373609,NA,-8.95752166896436,1,1.32902898457354e-14,1,3.71615542518498e-14,FALSE,TRUE,FALSE,FALSE,"s__Parabacteroides johnsonii","g__Parabacteroides"
"248","GCA_025151215.1",0.377824136836272,0.253380740868731,NA,0.0640741110785068,NA,3.95449482800122,1,8.81285394908557e-05,1,0.000119002371872884,FALSE,TRUE,FALSE,FALSE,"s__Parabacteroides merdae","g__Parabacteroides"
"249","GCA_025151535.1",0.615619917415824,0.352894746239223,NA,0.0540024580550877,NA,6.5347904326732,1,8.56483562843058e-10,1,1.55237645765304e-09,FALSE,TRUE,FALSE,TRUE,"s__Prevotella copri","g__Prevotella"
"250","GCA_025152405.1",0.733167452418053,-0.340839310755636,NA,0.0651750957500846,NA,-5.22959432330706,1,3.2447433791209e-07,1,5.02044897836541e-07,FALSE,TRUE,FALSE,TRUE,"s__Mediterraneibacter lactaris","g__Mediterraneibacter"
"251","GCA_900066355.1",0.247969462276393,-0.0820694275063855,NA,0.0520439317552967,NA,-1.5769259688577,1,0.115902748694204,1,0.127593589939932,FALSE,FALSE,FALSE,TRUE,"s__Blautia_A sp900066355","g__Blautia_A"
"252","GCA_900112995.1",0.642147070315986,-0.0571457248275697,NA,0.0689650562176688,NA,-0.828618549185334,1,0.407935969150446,1,0.428628373382715,FALSE,FALSE,FALSE,FALSE,"s__Lachnospira rogosae","g__Lachnospira"
"253","GCA_900155415.1",0.0902240615316533,-0.400811915458737,NA,0.0239004905207286,NA,-16.7700288456891,1,1.84336534659463e-15,1,5.53554978341288e-15,FALSE,TRUE,FALSE,FALSE,"s__Christensenella massiliensis","g__Christensenella"
"254","GCA_900315735.1",0.160863451456213,-0.0504197983489014,NA,0.0346066700162849,NA,-1.45693874403909,1,0.147620907095658,1,0.161113140539885,FALSE,FALSE,FALSE,TRUE,"s__RUG115 sp900315735","g__RUG115"
"255","GCA_900317585.1",0.460804929664004,-0.19535699457027,NA,0.0531832784100573,NA,-3.67327852683349,1,0.000279796651870527,1,0.000365030336309235,FALSE,TRUE,FALSE,TRUE,"s__Agathobacter sp900317585","g__Agathobacter"
"256","GCA_900317855.1",0.255612459221968,-0.108125051368309,NA,0.0313442930041125,NA,-3.44959292443199,1,0.000845662501064531,1,0.00107293429822562,FALSE,TRUE,FALSE,FALSE,"s__CAG-103 sp900317855","g__CAG-103"
"257","GCA_900319575.1",0.512346601484933,-0.194051691700619,NA,0.0296497841044357,NA,-6.54479273835886,1,3.97158979093466e-09,1,6.84408087911491e-09,FALSE,TRUE,FALSE,TRUE,"s__Desulfovibrio sp900319575","g__Desulfovibrio"
"258","GCA_900538475.1",0.389361249630387,-0.56538947794764,NA,0.0286203992124966,NA,-19.7547725924372,1,3.57043892879295e-29,1,3.77499532575504e-28,FALSE,TRUE,FALSE,FALSE,"s__Ventrimonas sp900538475","g__Ventrimonas"
"259","GCA_900538545.1",-0.00492991930661317,-0.238876822000385,NA,0.0225407141961928,NA,-10.5975711293448,1,3.62937986108576e-09,1,6.26500095068374e-09,FALSE,TRUE,FALSE,FALSE,"s__Anaerotardibacter sp900538545","g__Anaerotardibacter"
"260","GCA_900538575.1",-0.792171010470574,1.64449104093535,NA,0.0239742109548535,NA,68.5941674590307,1,5.47010920551863e-30,1,6.30927368591069e-29,FALSE,TRUE,FALSE,FALSE,"s__UBA1394 sp900538575","g__UBA1394"
"261","GCA_900538765.1",-0.880439876889952,1.2905387413715,NA,0.0242527426892476,NA,53.2120741108452,1,1.95616574032604e-19,1,8.10411520992215e-19,FALSE,TRUE,FALSE,FALSE,"s__HGM16780 sp900538765","g__HGM16780"
"262","GCA_900538905.1",0.0170187830149562,0.531553315106554,NA,0.0334984374121264,NA,15.8680032912261,1,9.12073451838475e-23,1,4.89817224135477e-22,FALSE,TRUE,FALSE,TRUE,"s__Duodenibacillus intestinavium","g__Duodenibacillus"
"263","GCA_900539115.1",0.135975176431051,-0.0482691659667852,NA,0.0326337444485815,NA,-1.47911821896011,1,0.142190493137152,1,0.15552085186876,FALSE,FALSE,FALSE,FALSE,"s__Eubacterium_F sp900539115","g__Eubacterium_F"
"264","GCA_900539175.1",-0.569501577405257,1.05103859325434,NA,0.0227356330470831,NA,46.2286926903574,1,5.19038669382240e-12,1,1.12329264269291e-11,FALSE,TRUE,FALSE,FALSE,"s__Novisyntrophococcus sp900539175","g__Novisyntrophococcus"
"265","GCA_900539195.1",-0.0354721796884962,0.329019978081695,NA,0.0486570553342583,NA,6.76201993362389,1,1.88263897801989e-10,1,3.56507194531752e-10,FALSE,TRUE,FALSE,TRUE,"s__Ruminiclostridium_E sp900539195","g__Ruminiclostridium_E"
"266","GCA_900539625.1",0.979679051499427,-0.277107800911171,NA,0.0312356714108356,NA,-8.87151735163415,1,2.28082331583984e-10,1,4.30304027059003e-10,FALSE,TRUE,FALSE,TRUE,"s__Alloprevotella sp900539625","g__Alloprevotella"
"267","GCA_900539695.1",0.393302311676069,-0.306243919323203,NA,0.0400899856891596,NA,-7.6389131614485,1,6.00621144332449e-13,1,1.43442461528808e-12,FALSE,TRUE,FALSE,TRUE,"s__Gemmiger sp900539695","g__Gemmiger"
"268","GCA_900539755.1",0.582138174660363,-0.792726257629219,NA,0.0273261579650466,NA,-29.0097956193918,1,4.60409506308201e-25,1,3.1363466369317e-24,FALSE,TRUE,FALSE,TRUE,"s__Alistipes_A sp900539755","g__Alistipes_A"
"269","GCA_900539945.1",0.68507833860485,-0.167710097152389,NA,0.0541984143530747,NA,-3.09437276263922,1,0.00211158114064808,1,0.00262976056166601,FALSE,TRUE,FALSE,TRUE,"s__Faecalibacterium sp900539945","g__Faecalibacterium"
"270","GCA_900540005.1",0.784927160000819,-1.45745255814816,NA,0.0254871289357126,NA,-57.1838657003841,1,1.54276055842459e-24,1,1.00177522949604e-23,FALSE,TRUE,FALSE,TRUE,"s__Ruminococcus sp900540005","g__Ruminococcus"
"271","GCA_900540045.1",-0.391647210867775,0.661860741006312,NA,0.0311720893106657,NA,21.2324792993536,1,5.91688518618506e-43,1,2.30986094768378e-41,FALSE,TRUE,FALSE,TRUE,"s__Limiplasma merdipullorum","g__Limiplasma"
"272","GCA_900540145.1",-1.09850645982675,1.22088858466853,NA,0.0249734347609352,NA,48.8874917029157,1,6.98502794016371e-44,1,3.08252319968094e-42,FALSE,TRUE,FALSE,FALSE,"s__Fimisoma sp900540145","g__Fimisoma"
"273","GCA_900540255.1",0.162968113362638,-0.59031740191998,NA,0.0262827007382272,NA,-22.4603022269087,1,5.64707324916173e-22,1,2.83751452866295e-21,FALSE,TRUE,FALSE,TRUE,"s__Clostridium sp900540255","g__Clostridium"
"274","GCA_900540335.1",-0.431127265247071,0.920879802553094,NA,0.0247923106125881,NA,37.1437667486113,1,1.0209716581404e-24,1,6.68571763233875e-24,FALSE,TRUE,FALSE,FALSE,"s__Ventrimonas sp900540335","g__Ventrimonas"
"275","GCA_900540425.1",-1.09011885290404,1.75605271381101,NA,0.0244978614774685,NA,71.6818778417092,1,1.51494783264399e-28,1,1.46444957155586e-27,FALSE,TRUE,FALSE,FALSE,"s__MGBC133411 sp900540425","g__MGBC133411"
"276","GCA_900540595.1",0.724681696875791,-0.755601092976994,NA,0.0409992096171432,NA,-18.4296502306486,1,1.42438710269923e-37,1,3.80461291905188e-36,FALSE,TRUE,FALSE,TRUE,"s__Gemmiger sp900540595","g__Gemmiger"
"277","GCA_900540635.1",-0.32658336276874,1.12995526933317,NA,0.0248757697133998,NA,45.4239318964469,1,1.76144424565923e-17,1,6.14386910427532e-17,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp900540635","g__Faecousia"
"278","GCA_900540805.1",-0.304542123532502,0.352877092058116,NA,0.0254464127333397,NA,13.8674592664992,1,8.25467268878472e-21,1,3.77409584644887e-20,FALSE,TRUE,FALSE,FALSE,"s__Scatosoma sp003150575","g__Scatosoma"
"279","GCA_900540885.1",0.350172986012528,1.55471653257547,NA,0.0239516819961765,NA,64.9105366722747,1,8.54522284258024e-20,1,3.62903815281127e-19,FALSE,TRUE,FALSE,TRUE,"s__Alloprevotella sp900540885","g__Alloprevotella"
"280","GCA_900541175.1",0.449992203060742,-0.635513131880038,NA,0.0229557600016312,NA,-27.6842557961436,1,1.39463773172568e-15,1,4.22554417224349e-15,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900541175","g__Collinsella"
"281","GCA_900541315.1",-0.222344144034955,0.249532235091369,NA,0.0356039409805465,NA,7.0085565872528,1,2.17824747845146e-11,1,4.48462716151772e-11,FALSE,TRUE,FALSE,FALSE,"s__Enterocloster sp900541315","g__Enterocloster"
"282","GCA_900541395.1",0.152228793381273,-0.396952045296344,NA,0.0237399781614656,NA,-16.7208260511659,1,1.18567145225089e-21,1,5.87051962943732e-21,FALSE,TRUE,FALSE,FALSE,"s__Mailhella merdigallinarum","g__Mailhella"
"283","GCA_900541475.1",0.959782530097585,-1.19580620194977,NA,0.0226997959121325,NA,-52.6791609307217,1,1.47079466166234e-13,1,3.72283436804806e-13,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900541475","g__Collinsella"
"284","GCA_900541505.1",-0.487962247615654,0.108826063118243,NA,0.0225145661343849,NA,4.83358473215439,1,0.000265299525693755,1,0.000347009044560775,FALSE,TRUE,FALSE,FALSE,"s__Mediterraneibacter sp900541505","g__Mediterraneibacter"
"285","GCA_900541665.1",0.0943227253392118,-0.129162075645345,NA,0.0228692707325733,NA,-5.64784409418777,1,6.01453165243622e-05,1,8.20530863874027e-05,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900541665","g__Collinsella"
"286","GCA_900541785.1",0.22636649500809,0.0178280467579159,NA,0.023326055070635,NA,0.76429755069727,1,0.453192979703106,1,0.473241640327832,FALSE,FALSE,FALSE,TRUE,"s__Collinsella sp900541785","g__Collinsella"
"287","GCA_900541905.1",-0.435433377223551,0.387597531436619,NA,0.023827348345543,NA,16.2669184088678,1,2.53286246557476e-17,1,8.71476407646911e-17,FALSE,TRUE,FALSE,FALSE,"s__UMGS1071 sp900541905","g__UMGS1071"
"288","GCA_900541925.1",1.70997991871998,-1.81816380163998,NA,0.0233315819359319,NA,-77.9271549881454,1,8.19689005771466e-13,1,1.94844107929283e-12,FALSE,TRUE,FALSE,TRUE,"s__Cryptobacteroides sp900541925","g__Cryptobacteroides"
"289","GCA_900542115.1",-0.0342127729823964,0.0669472297395002,NA,0.0267960180127667,NA,2.49840217705496,1,0.014072763533413,1,0.0166478496345154,FALSE,TRUE,FALSE,TRUE,"s__Dysosmobacter sp900542115","g__Dysosmobacter"
"290","GCA_900542165.1",0.567177402192357,-0.164922286284163,NA,0.0269866505986133,NA,-6.11125436561724,1,8.98083133059314e-06,1,1.28932727023367e-05,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900542165","g__Collinsella"
"291","GCA_900542245.1",-0.468749555987703,0.51975484967666,NA,0.0289598305089221,NA,17.947441008556,1,8.29846832730002e-32,1,1.1230593802946e-30,FALSE,TRUE,FALSE,FALSE,"s__CAG-238 sp900542245","g__CAG-238"
"292","GCA_900542375.1",-0.0323538095695675,-0.0572070783687277,NA,0.0301652596911872,NA,-1.89645568957064,1,0.0597971052401216,1,0.0676633911022558,FALSE,FALSE,FALSE,FALSE,"s__UMGS1071 sp900542375","g__UMGS1071"
"293","GCA_900542395.1",0.33147036337131,-0.288374464730297,NA,0.0284389523697974,NA,-10.1401226381516,1,4.96030706254972e-18,1,1.83080424308653e-17,FALSE,TRUE,FALSE,FALSE,"s__Ventricola sp900542395","g__Ventricola"
"294","GCA_900542445.1",-0.0625639231901322,0.204553455483883,NA,0.0282805703228183,NA,7.23300319438176,1,3.44453995144964e-11,1,6.92318425885422e-11,FALSE,TRUE,FALSE,FALSE,"s__Ventricola sp900542445","g__Ventricola"
"295","GCA_900542495.1",0.304992966596497,-0.411353907825532,NA,0.0356377946573987,NA,-11.5426308440254,1,5.95755127077146e-24,1,3.55700855284296e-23,FALSE,TRUE,FALSE,FALSE,"s__Roseburia sp900542495","g__Roseburia"
"296","GCA_900542565.1",0.203622854156016,-0.331708368818923,NA,0.0291758024484061,NA,-11.3692971909002,1,2.74367698762677e-17,1,9.34507430349385e-17,FALSE,TRUE,FALSE,FALSE,"s__Fimisoma avicola","g__Fimisoma"
"297","GCA_900542615.1",1.51275389460917,-1.47479495973173,NA,0.0229812547921812,NA,-64.1738222333055,1,1.07483178817722e-18,1,4.19597794230723e-18,FALSE,TRUE,FALSE,FALSE,"s__Pelethousia sp900542615","g__Pelethousia"
"298","GCA_900542635.1",0.681329852472807,-1.11161785347592,NA,0.0274261556764553,NA,-40.531304007372,1,1.99506431654455e-21,1,9.59711033788018e-21,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900542635","g__Collinsella"
"299","GCA_900542935.1",0.316507559589422,0.180352663839371,NA,0.0281375057514205,NA,6.40968909727422,1,1.25530309117246e-06,1,1.89321342873706e-06,FALSE,TRUE,FALSE,TRUE,"s__UBA7597 sp900542935","g__UBA7597"
"300","GCA_900543035.1",-0.654508911222972,0.831024709657071,NA,0.0262952701577695,NA,31.6035813540226,1,8.75044900758295e-34,1,1.45601733486831e-32,FALSE,TRUE,FALSE,FALSE,"s__Merdibacter merdipullorum","g__Merdibacter"
"301","GCA_900543105.1",1.20835588380799,-0.699892789839961,NA,0.0231868209671936,NA,-30.184939575383,1,6.23579251516091e-12,1,1.3438066672799e-11,FALSE,TRUE,FALSE,TRUE,"s__UMGS363 sp900543105","g__UMGS363"
"302","GCA_900543295.1",-0.0899111055145087,0.0385793347478096,NA,0.0243696356227584,NA,1.58309034016828,1,0.125045542293777,1,0.137509453334977,FALSE,FALSE,FALSE,TRUE,"s__UBA866 sp900543295","g__UBA866"
"303","GCA_900543445.1",0.0678123061638365,0.0199961064033675,NA,0.025833001282571,NA,0.774052777865127,1,0.446783713489475,1,0.467029319456042,FALSE,FALSE,FALSE,FALSE,"s__Agathobacter sp900543445","g__Agathobacter"
"304","GCA_900543475.1",-0.223970552508497,0.638242074760153,NA,0.0242048274149986,NA,26.3683794896494,1,8.33150403797893e-21,1,3.79214197244333e-20,FALSE,TRUE,FALSE,FALSE,"s__Pelethousia gallinarum","g__Pelethousia"
"305","GCA_900543485.1",0.0132164412054909,-0.144069905179262,NA,0.0237435849954271,NA,-6.06774020043768,1,1.60620672882494e-07,1,2.51201822766921e-07,FALSE,TRUE,FALSE,FALSE,"s__Lentihominibacter excrementipullorum","g__Lentihominibacter"
"306","GCA_900543525.1",0.212388534840945,-0.356019424637973,NA,0.0280522832723057,NA,-12.6912815324894,1,4.18505793304883e-17,1,1.39731375067255e-16,FALSE,TRUE,FALSE,TRUE,"s__Howiella sp900543525","g__Howiella"
"307","GCA_900543555.1",-0.512337778600326,0.346013300386052,NA,0.0249646043582334,NA,13.8601555795109,1,1.1834538771827e-16,1,3.86239770205931e-16,FALSE,TRUE,FALSE,FALSE,"s__Acutalibacter stercoravium","g__Acutalibacter"
"308","GCA_900543625.1",0.569787018689813,-0.138050448952356,NA,0.0418689909941263,NA,-3.29720028294265,1,0.00118264211149421,1,0.00149301211836645,FALSE,TRUE,FALSE,FALSE,"s__CAG-103 sp900543625","g__CAG-103"
"309","GCA_900543805.1",0.7166927114314,-1.0330238547246,NA,0.0232794333475456,NA,-44.3749570405036,1,5.10199521475994e-19,1,2.03878942637061e-18,FALSE,TRUE,FALSE,FALSE,"s__Sutterella merdavium","g__Sutterella"
"310","GCA_900543845.1",0.48985838570757,-0.674340177049504,NA,0.0225541481639727,NA,-29.8987207207708,1,1.22546682455164e-12,1,2.84633598837509e-12,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900543845","g__Collinsella"
"311","GCA_900543885.1",0.279189755203567,-0.793317796469958,NA,0.0245873173967098,NA,-32.2653253980492,1,1.07151168289893e-28,1,1.05590714382758e-27,FALSE,TRUE,FALSE,FALSE,"s__Enterocloster sp900543885","g__Enterocloster"
"312","GCA_900543915.1",0.922417411996987,-1.17659976379842,NA,0.0230973750061956,NA,-50.9408434284334,1,2.05112585229532e-14,1,5.62673713535068e-14,FALSE,TRUE,FALSE,TRUE,"s__UMGS621 sp900543915","g__UMGS621"
"313","GCA_900544105.1",-0.277419253512416,0.106148334136047,NA,0.0230809720852365,NA,4.59895422705975,1,2.83453953862722e-05,1,3.93578335390784e-05,FALSE,TRUE,FALSE,FALSE,"s__Dysosmobacter sp900544105","g__Dysosmobacter"
"314","GCA_900544195.1",0.98060108665651,-0.626150229941288,NA,0.0331720915050894,NA,-18.8758140211093,1,3.71226763709398e-27,1,3.08848496036917e-26,FALSE,TRUE,FALSE,TRUE,"s__Cryptobacteroides sp900544195","g__Cryptobacteroides"
"315","GCA_900544245.1",0.194908961304601,-0.316356172016974,NA,0.0247165582125817,NA,-12.7993618405955,1,1.77481669414626e-10,1,3.36717559730552e-10,FALSE,TRUE,FALSE,FALSE,"s__QAMH01 sp900544245","g__QAMH01"
"316","GCA_900544255.1",1.01480220003498,-1.13789507272443,NA,0.0227538649589028,NA,-50.0088699119755,1,2.99215799259686e-16,1,9.37358136569695e-16,FALSE,TRUE,FALSE,FALSE,"s__Duodenibacillus sp900544255","g__Duodenibacillus"
"317","GCA_900544265.1",0.147732729749849,0.389075611194713,NA,0.0249690801565284,NA,15.5822965345796,1,2.81143824794711e-12,1,6.27166993772817e-12,FALSE,TRUE,FALSE,FALSE,"s__Alistipes merdavium","g__Alistipes"
"318","GCA_900544295.1",0.120478992869188,0.152718469250927,NA,0.0473052375414186,NA,3.22836280268571,1,0.00158454686678098,1,0.00198312585669876,FALSE,TRUE,FALSE,TRUE,"s__Scatomorpha intestinigallinarum","g__Scatomorpha"
"319","GCA_900544305.1",1.50824871937749,-1.9258657502353,NA,0.023706934816683,NA,-81.2363877965375,1,3.99461860482283e-20,1,1.74014501454729e-19,FALSE,TRUE,FALSE,TRUE,"s__Limisoma sp900544305","g__Limisoma"
"320","GCA_900544335.1",-0.175490239393203,0.85830935498471,NA,0.0226994053290572,NA,37.8119753598126,1,7.55284495107916e-18,1,2.7379062947662e-17,FALSE,TRUE,FALSE,FALSE,"s__Duodenibacillus sp900544335","g__Duodenibacillus"
"321","GCA_900544395.1",0.0106887848950236,-0.872067383187411,NA,0.0235953582145435,NA,-36.9592771280706,1,5.00433483354851e-12,1,1.08766592206675e-11,FALSE,TRUE,FALSE,TRUE,"s__Ruminococcus_B sp900544395","g__Ruminococcus_B"
"322","GCA_900544405.1",0.164052603099379,-0.333078989007057,NA,0.0236397241093409,NA,-14.0898001798357,1,2.61262224770215e-17,1,8.95882291019489e-17,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp900544405","g__Faecousia"
"323","GCA_900544435.1",-0.119565509557626,0.0469637076631558,NA,0.0276403169612451,NA,1.699101632192,1,0.0925385455648969,1,0.102652047812427,FALSE,FALSE,FALSE,TRUE,"s__Faecalibacillus sp900544435","g__Faecalibacillus"
"324","GCA_900544615.1",-0.0600470725938499,0.30054599026133,NA,0.0250305589066729,NA,12.0071625800256,1,1.25047221517035e-15,1,3.80008771975421e-15,FALSE,TRUE,FALSE,TRUE,"s__Dysosmobacter sp900544615","g__Dysosmobacter"
"325","GCA_900544645.1",0.73705033514168,-1.50652915440777,NA,0.0232046417786902,NA,-64.9236117831943,1,1.01837630968146e-17,1,3.60157475375151e-17,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900544645","g__Collinsella"
"326","GCA_900544685.1",-0.355415278040849,0.281899345869338,NA,0.0239110511990869,NA,11.78950032444,1,5.58049540175713e-11,1,1.10413310580575e-10,FALSE,TRUE,FALSE,FALSE,"s__Marvinbryantia sp900544685","g__Marvinbryantia"
