intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
2960000,0.010494555949101404,0.8878224355128974,0.010494555949101404,0.007274394544820118,5.585135135135135,5.0,3.4229228237595675,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_014131695.1 Erysipelatoclostridium ramosum DSM 1402 strain=DSM 1402, ASM1413169v1",7067e76f1f8fb6fb2a7b6a18482cbfb2,0.8878224355128974,2960000,0,77406000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.9145245614938119,0.9976697092354312,0.9560971353646215,0.9976697092354312,False,16532,16532,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa
642000,0.0022761840943659128,0.3414893617021277,0.0022761840943659128,0.0006477080068942181,2.292834890965732,2.0,1.5592888388683415,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000436335.1 Clostridium sp. CAG:217, MGS217",652326cbc9a7d4826b1c7880ac5dc725,0.3414893617021277,642000,37,33100000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8875248809469474,0.9791529414756499,0.9333389112112986,0.9791529414756499,False,1472,1109807,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335
717000,0.0025420934511843603,0.3062890062409986,0.002262002262002262,0.0005126221657824484,1.8260188087774294,1.0,1.2467437762160183,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_013393365.1 Veillonella sp. T1-7 strain=T1-7, ASM1339336v1",4b6a1b85ff203e01624090a1d6023898,0.3442150744119059,638000,38,32462000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8894497188871203,0.979305588945633,0.9343776539163766,0.979305588945633,False,1165,1110972,2272629,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella nakazawae
637000,0.002258456803911349,0.19825163908835466,0.002251365887729524,0.000368295925115802,1.3181102362204724,1.0,1.4708408502437014,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000013285.1 Clostridium perfringens ATCC 13124 strain=ATCC 13124, ASM1328v1",328fbcebb6767cef03080972c4e6c94e,0.19887605369965658,635000,39,31827000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8873888277538041,0.9688280752785023,0.9281084515161533,0.9688280752785023,False,837,1111809,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens
583000,0.002067002067002067,0.2757805108798486,0.002067002067002067,0.0003625756777723069,1.4133790737564322,1.0,0.9968867862181559,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900128465.1 Actinomyces bouchesdurhonensis strain=Marseille-P2825, PRJEB18045",baac0fe2564387753639d1258670d976,0.2757805108798486,583000,40,31244000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8858488499839925,0.9750584678596905,0.9304536589218415,0.9750584678596905,False,824,1112633,2272629,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis
585000,0.0020740929831838924,0.3022291342664593,0.002067002067002067,0.0005847852861157717,2.2795883361921097,2.0,1.4150787462106704,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900155365.1 Collinsella bouchesdurhonensis strain=Marseille-P3296, PRJEB18748",519948cba105b2dcafee3c424a793aa5,0.30326594090202175,583000,41,30661000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8859083369205316,0.9768765381474485,0.93139243753399,0.9768765381474485,False,1329,1113962,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis
573000,0.0020315474860929405,0.23366834170854273,0.001978365614729251,0.0003374945932662128,1.374551971326165,1.0,0.6703107902627773,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000278725.1 Actinomyces sp. ICM47 strain=ICM47, AspICM47v1.0",8b8f0e0aad36e8fdf4cec72e4f8774c9,0.2399497487437186,558000,42,30103000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8855483816004515,0.9724012222837511,0.9289748019421014,0.9724012222837511,False,767,1114729,2272629,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000278725
539000,0.001911001911001911,0.26110297706198143,0.0018968200786382604,0.0011308488979063455,4.803738317757009,4.0,2.8245891350760544,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900545665.1 uncultured Collinsella sp., UMGS801",2e74e0d5a140bab801cf6886e64e278e,0.26305514885309905,535000,43,29568000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8844868786399604,0.974155683709509,0.9293212811747347,0.974155683709509,False,2570,1117299,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900545665
560000,0.0019854565309110764,0.16861046317894035,0.001794001794001794,0.0003344144600812539,1.5019762845849802,1.0,0.9137703931805786,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003324185.1 Faecalibacterium prausnitzii strain=ATCC 27768, ASM332418v1",a294186b3cb8cdd319bb9d5fdcde1f5a,0.18660446517827392,506000,44,29062000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8851499929960341,0.9676189243701742,0.9263844586831042,0.9676189243701742,False,760,1118059,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii
498000,0.001765638129274493,0.22292134831460675,0.0017585472130926677,0.00032957425079060417,1.5100806451612903,1.0,0.8303098877078305,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900542395.1 uncultured Clostridiales bacterium, UMGS459",121f0eb6dd3fcc998b78e6f785cff0ad,0.22382022471910112,496000,45,28566000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8831158518265517,0.9710753454339471,0.9270955986302494,0.9710753454339471,False,749,1118808,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp900542395
503000,0.001783365419729056,0.21187526697992312,0.0017585472130926677,0.00037137605830076095,1.7016129032258065,1.0,1.8996172734632517,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000236865.1 Senegalimassilia anaerobia JC110 strain=type strain: JC110, ASM23686v1",4167f78c3d651a4a6440d8355055527d,0.21486544211875266,496000,46,28070000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.883288857193169,0.9702982026085057,0.9267935299008374,0.9702982026085057,False,844,1119652,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia anaerobia
475000,0.0016840925931835022,0.2274904214559387,0.0016840925931835022,0.0003203338512357274,1.5326315789473683,1.0,0.8287520237667639,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002706375.1 Lactobacillus amylovorus DSM 20531 strain=DSM 20531, ASM270637v1",22b08d8c30f867a370e33c0125107d65,0.2274904214559387,475000,47,27595000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8822974396358951,0.9713850911743921,0.9268412654051437,0.9713850911743921,False,728,1120380,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus amylovorus
466000,0.0016521834703652886,0.09173228346456692,0.0016521834703652886,0.00021868945613208316,1.0665236051502145,1.0,0.24919513459943984,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",63b92dc09e7b5ffbd878d8e5fce5cfec,0.09173228346456692,466000,48,27129000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8819665680126504,0.9542392984035276,0.918102933208089,0.9542392984035276,False,497,1120877,2272629,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
421000,0.00149263785627422,0.2257372654155496,0.00149263785627422,0.00023233004595118694,1.2541567695961995,1.0,0.5466486659838004,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000420505.1 Alloscardovia omnicolens DSM 21503 strain=DSM 21503, ASM42050v1",b2e4af754b3cb91776b14234e0dd28d1,0.2257372654155496,421000,49,26708000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8802121158450257,0.9712377498327662,0.9257249328388959,0.9712377498327662,False,528,1121405,2272629,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Alloscardovia;s__Alloscardovia omnicolens
782000,0.0027725482270936816,0.19688385269121814,0.0014784560239105694,0.0005548639923190279,3.0239808153477217,2.0,2.296781290631317,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_019929185.1 Streptococcus parasanguinis strain=SK148, ASM1992918v1",9d0f1039ce194ec672ec14c374934268,0.3692162417374882,417000,50,26291000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8909644477650883,0.9806528836918896,0.935808665728489,0.9806528836918896,False,1261,1122666,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_O
613000,0.0021733658097294463,0.12016104056983586,0.001375637739274103,0.0005016216901218809,2.9381443298969074,1.0,7.016643590644885,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025150245.1 Dorea formicigenerans strain=ATCC 27755, ASM2515024v1",7b7bf80b0639b07bda378c4de7e251f0,0.18984205636419943,388000,51,25903000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.886720845583331,0.9679453369162646,0.9273330912497978,0.9679453369162646,False,1140,1123806,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans
782000,0.0027725482270936816,0.18523878437047755,0.0013614559069104525,0.0010094036466136796,5.973958333333333,4.0,6.0207409703123105,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000785515.1 Streptococcus salivarius strain=NCTC 8618, ASM78551v1",60ed22ecb89c02b71ce7854e0188c722,0.37723106608779544,384000,52,25519000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8909644477650883,0.9810659103790799,0.9360151790720841,0.9810659103790799,False,2294,1126100,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius
582000,0.0020634566089111545,0.19989588755856325,0.0013614559069104525,0.000622626922388124,3.6848958333333335,3.0,2.754197741173033,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003252795.1 Haemophilus parainfluenzae strain=C2004002729, ASM325279v1",42c5a5db458c8e523a0c87a0226616fa,0.30296720458094745,384000,53,25135000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8858190314479935,0.9768576606818058,0.9313383460648996,0.9768576606818058,False,1415,1127515,2272629,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K
679000,0.0024073660437296802,0.08052394245222246,0.0013295467840922386,0.0004184580941279901,2.536,1.0,3.486072862118633,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003460605.1 Ruminococcus sp. AF31-8BH strain=AF31-8BH, ASM346060v1",dfa72f929418f30ec9c2e12209ca3076,0.14580201846682414,375000,54,24760000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8885005251504352,0.9629488228374701,0.9257246739939526,0.9629488228374701,False,951,1128466,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145
378000,0.0013401831583649765,0.1380248833592535,0.001258637622273986,0.00022220960834346478,1.4225352112676057,1.0,0.6513684799308995,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_004135645.1 Senegalimassilia faecalis strain=KGMB04484, ASM413564v1",e7822a6c5f2242491024fa7255f41f06,0.1469673405909798,355000,55,24405000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8783546108096248,0.9630991438128523,0.9207268773112386,0.9630991438128523,False,505,1128971,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia faecalis
311000,0.00110263746627383,0.14123006833712984,0.0010990920081829173,0.00016808726809347237,1.232258064516129,1.0,0.5366485584981939,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000175615.1 Rothia mucilaginosa ATCC 25296 strain=ATCC 25296, ASM17561v1",fc5bd02d8a5ff5f343d8a09e68136f93,0.1416856492027335,310000,56,24095000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8750008707351924,0.9624082354821579,0.9187045531086752,0.9624082354821579,False,382,1129353,2272629,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa
456000,0.0016167288894561622,0.10824022346368715,0.0010990920081829173,0.00034365485963613066,2.5193548387096776,1.0,6.535112080626282,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003477705.1 Dorea sp. AF36-15AT strain=AF36-15AT, ASM347770v1",c937c21683f42ccd4f1e3b3527481825,0.15921787709497207,310000,57,23785000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.88159150374436,0.9646122679013701,0.923101885822865,0.9646122679013701,False,781,1130134,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066555
744000,0.0026378208196390016,0.14798641436196022,0.001081364717728354,0.00030669326141662367,2.2852459016393443,2.0,1.694913902312945,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000180035.1 Streptococcus parasanguinis F0405 strain=F0405, ASM18003v1",f6020876ec27113b4e63235f33d31876,0.3609898107714702,305000,58,23480000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8900946326098687,0.9802197084795697,0.9351571705447193,0.9802197084795697,False,697,1130831,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_C
374000,0.001326001326001326,0.09297971918876755,0.0010565465110919656,0.00020724896144509288,1.580536912751678,1.0,2.9688353952925968,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_000020605.1 [Eubacterium] rectale ATCC 33656 strain=ATCC 33656, ASM2060v1",bb4d1c2199066ffc1226ec8433ce5698,0.11669266770670828,298000,59,23182000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8781714086215416,0.9587530016327671,0.9184622051271544,0.9587530016327671,False,471,1131302,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis
522000,0.001850729123456396,0.13177947108919766,0.0010423646787283151,0.0006397876644186095,4.945578231292517,4.5,3.8726009697735124,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900544865.1 uncultured Collinsella sp., UMGS724",6f16975db6025bce1029fe41e25e15bc,0.23397579560735096,294000,60,22888000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8839312489118198,0.9719206345623591,0.9279259417370895,0.9719206345623591,False,1454,1132756,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900544865
294000,0.0010423646787283151,0.15713522180652056,0.0010423646787283151,0.00016500713490851345,1.2755102040816326,1.0,0.5674974106728298,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_002998925.1 Mogibacterium diversum strain=CCUG 47132, ASM299892v1",695d4593ce956ab9efc6aa22e7b08b18,0.15713522180652056,294000,61,22594000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8740369598827387,0.9643632628744205,0.9192001113785796,0.9643632628744205,False,375,1133131,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium diversum
689000,0.0024428206246388065,0.15197095435684646,0.0010388192206374025,0.00045893984455887873,3.5597269624573378,3.0,1.9535604828780668,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_915066865.1 uncultured Veillonella sp., SRR1044034_bin.2_metaWRAP_v1.1_MAG",663bf18a7293452400a08297b32a77ae,0.3573651452282158,293000,62,22301000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8887552676452283,0.980025766057457,0.9343905168513427,0.980025766057457,False,1043,1134174,2272629,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp915066865
489000,0.0017337290064562791,0.13478879924062648,0.0010069100978191887,0.00044617929279262033,3.5704225352112675,1.0,4.931071202258764,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_010604095.1 Streptococcus vestibularis strain=AS012761, ASM1060409v1",2254b902e029230a7db2f4bc7d5fe8ee,0.23208353108685334,284000,63,22017000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8828001062721579,0.9717658958147424,0.9272830010434501,0.9717658958147424,False,1014,1135188,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000187445
518000,0.0018365472910927456,0.07574931880108991,0.000985637349273713,0.0002776520056727253,2.2697841726618706,1.0,5.720959252919256,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_025147765.1 Blautia obeum ATCC 29174 strain=ATCC 29174, ASM2514776v1",aa800a95b7aa246d998085e9b2fb3124,0.14114441416893733,278000,64,21739000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8837979353448819,0.9623360144461112,0.9230669748954965,0.9623360144461112,False,631,1135819,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum
495000,0.001755001755001755,0.14081632653061224,0.0009785464330918877,0.00031901379415645933,2.6268115942028984,1.0,2.464649778309415,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_003253005.1 Haemophilus parainfluenzae strain=C2008003258, ASM325300v1",cf3f4ea7ae44b498540521657be0296a,0.25255102040816324,276000,65,21463000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.883011229324777,0.9733776172309847,0.9281944232778809,0.9733776172309847,False,725,1136544,2272629,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_M
300000,0.0010636374272737909,0.10887906789875453,0.0009608191426373245,0.00013332576500607886,1.118081180811808,1.0,0.494327237529877,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_900551715.1 uncultured Blautia sp., UMGS1434",e5297f73abbbec9db75e988026f0af88,0.12053033346725593,271000,66,21192000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8743832620547968,0.9593614904176041,0.9168723762362004,0.9593614904176041,False,303,1136847,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900551715
426000,0.001510365146728783,0.08174386920980926,0.0009572736845464119,0.0001931683525995664,1.625925925925926,1.0,4.4502261775723335,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000173975.1 Anaerobutyricum hallii DSM 3353 strain=DSM 3353, ASM17397v1",8fce16b2b7ed2405807ddf248dc6febb,0.12897366030881016,270000,67,20922000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8804159087552278,0.960635968517138,0.9205259386361828,0.960635968517138,False,439,1137286,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii
270000,0.0009572736845464119,0.08081431215299198,0.0009289100198191107,0.0001236453464247794,1.0725190839694656,1.0,0.2872755506516597,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_900199375.1 Gordonibacter urolithinfaciens strain=DSM 27213T, G142160_polished_assembly_ID17483",d7eaa3023b4605cf120952272bc556e5,0.08328192473781616,262000,68,20660000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8725787448741914,0.9524327675970367,0.912505756235614,0.9524327675970367,False,281,1137567,2272629,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter urolithinfaciens
253000,0.000897000897000897,0.13745130773511408,0.0008757281484554212,0.00018788812428249398,1.728744939271255,1.0,9.588460066195035,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_000159435.1 Lactobacillus vaginalis DSM 5837 = ATCC 49540 strain=ATCC 49540, ASM15943v1",1e719350ed26e74d00de1d54c880a966,0.1407902058987201,247000,69,20413000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.871466788267165,0.962288602653332,0.9168776954602484,0.962288602653332,False,427,1137994,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis
248000,0.0008792736065463339,0.07900903916973552,0.0008367281094553822,0.0001223252893455113,1.1779661016949152,1.0,0.6591128595034156,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_905214955.1 uncultured bacterium, ERR1430502-mag-bin.37",7b3f23d55e6311868c00b66e6b4ed5a5,0.08302644794107801,236000,70,20177000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8711257741388752,0.9523753931178109,0.911750583628343,0.9523753931178109,False,278,1138272,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens;s__Limivivens sp905214955
797000,0.002825730098457371,0.11381322957198443,0.0008296371932735569,0.0002983328999145923,2.8974358974358974,2.0,2.039710953984753,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCF_024295625.1 Streptococcus sp. CF8_St5-11 strain=CF8_St5-11, ASM2429562v1",700b6a59f10fbf614b1ba368d0cccd8a,0.38764591439688717,234000,71,19943000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8912964364547434,0.9815899476412416,0.9364431920479925,0.9815899476412416,False,678,1138950,2272629,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp024295625
361000,0.0012799103708194617,0.05556880515144288,0.0008260917351826443,0.00016896730614631778,1.648068669527897,1.0,1.551880530142012,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_003478935.1 Firmicutes bacterium AF25-13AC strain=AF25-13AC, ASM347893v1",d970ffa55acdde4220eb605bb1fa656e,0.08609587407584068,233000,72,19710000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8775624471771308,0.9530535442747455,0.9153079957259382,0.9530535442747455,False,384,1139334,2272629,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985
513000,0.0018188200006381825,0.1285551763367463,0.0008012735285462558,0.00035773546848165714,3.5973451327433628,3.0,2.533281483683496,/tmp/nxf.XXXXRret5U/sourmash_database/gtdb-rs214-reps.k51.zip,"GCA_927911595.1 uncultured Haemophilus sp., ERR3827251_bin.2_metaWRAP_v1.1_MAG",fb7f9778ad6162bf6eed62f399b67a9d,0.29180887372013653,226000,73,19484000,ERR688560_2.fastq.gz,ERR688560,566f6270,282051000,51,DNA,1000,282051,True,0.8836298668740223,0.9761391585831631,0.9298845127285927,0.9761391585831631,False,813,1140147,2272629,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp927911595
